Word,fiveStar,fourSar,threeStar,twoStar,oneStar,Score1,Score2
tenth,86,50,24,18,31,0.4700854700854701,0.4702702702702703
greyish,5,11,7,12,15,-0.5,-0.2558139534883721
ranias,26,20,3,5,1,0.9259259259259259,0.7692307692307693
tents,143,155,64,30,32,0.6342857142857142,0.6555555555555556
18yearold,7,2,2,2,3,0.4,0.2857142857142857
tente,7,12,10,4,0,1.0,0.6521739130434783
isabellas,17,11,17,4,7,0.4166666666666667,0.4358974358974359
apricot,533,414,161,62,31,0.8900709219858156,0.8211538461538461
naivety,5,5,3,3,9,-0.2857142857142857,-0.09090909090909091
boardwalk,104,108,67,23,54,0.31645569620253167,0.4671280276816609
tenue,6,13,5,1,0,1.0,0.9
fuzzies,32,32,10,8,7,0.6410256410256411,0.620253164556962
campanelle,8,14,6,4,0,1.0,0.6923076923076923
brewpub,89,106,53,44,12,0.7623762376237624,0.5537848605577689
screech,9,12,1,6,15,-0.25,0.0
tener,7,7,4,2,2,0.5555555555555556,0.5555555555555556
tenet,2,1,4,3,6,-0.5,-0.5
bruscheta,3,7,3,2,2,0.2,0.42857142857142855
screens,1870,2081,1071,491,395,0.6512141280353201,0.6336572255530287
tengo,7,5,5,5,14,-0.3333333333333333,-0.22580645161290322
caliban,5,13,0,0,0,1.0,1.0
erlebt,23,18,16,11,10,0.3939393939393939,0.3225806451612903
uniformity,8,10,10,5,3,0.45454545454545453,0.38461538461538464
tenby,12,4,0,1,4,0.5,0.5238095238095238
anybodys,26,26,13,17,18,0.18181818181818182,0.19540229885057472
lactoseintolerant,17,17,10,2,0,1.0,0.8888888888888888
tends,892,1472,727,255,117,0.7680872150644202,0.7280701754385965
bigeye,11,18,8,2,2,0.6923076923076923,0.7575757575757576
cleanness,24,13,11,10,13,0.2972972972972973,0.23333333333333334
welchs,8,6,2,5,0,1.0,0.47368421052631576
welche,27,20,13,8,6,0.6363636363636364,0.5409836065573771
violating,11,13,9,15,48,-0.6271186440677966,-0.4482758620689655
gumption,8,8,4,1,2,0.6,0.6842105263157895
freindly,139,100,29,14,12,0.8410596026490066,0.8037735849056604
porchetta,185,127,41,20,10,0.8974358974358975,0.8245614035087719
kjzz,9,3,3,1,0,1.0,0.8461538461538461
dealbut,7,7,13,10,8,-0.06666666666666667,-0.125
lunchmeat,13,12,17,25,15,-0.07142857142857142,-0.23076923076923078
violation,74,48,49,98,341,-0.6433734939759036,-0.5650623885918004
muchand,6,9,4,2,4,0.2,0.42857142857142855
skinon,27,48,11,4,0,1.0,0.8987341772151899
skinny,1371,1633,887,555,424,0.5275766016713092,0.5084107456690936
siciliana,16,12,4,0,1,0.8823529411764706,0.9310344827586207
padilla,19,4,2,0,2,0.8095238095238095,0.84
brickwork,7,16,5,2,1,0.75,0.7692307692307693
welder,6,4,1,1,8,-0.14285714285714285,0.05263157894736842
tunasalmon,21,14,8,1,0,1.0,0.9444444444444444
welded,46,13,4,9,23,0.3333333333333333,0.2967032967032967
complainers,57,29,10,10,17,0.5405405405405406,0.5221238938053098
motionless,7,4,4,5,9,-0.125,-0.12
pipeline,11,7,6,2,4,0.4666666666666667,0.5
newlywed,12,5,6,2,5,0.4117647058823529,0.4166666666666667
phillipino,6,3,1,6,7,-0.07692307692307693,-0.18181818181818182
potspans,9,17,7,7,2,0.6363636363636364,0.4857142857142857
muchbut,21,31,9,7,7,0.5,0.5757575757575758
tuerie,13,6,0,0,0,1.0,1.0
beautifull,16,10,1,2,2,0.7777777777777778,0.7333333333333333
beautifuli,12,8,1,1,2,0.7142857142857143,0.7391304347826086
clichd,12,8,4,3,0,1.0,0.7391304347826086
fergie,17,16,10,6,1,0.8888888888888888,0.65
cliche,190,163,75,59,37,0.6740088105726872,0.5723830734966593
sunchokes,20,17,4,3,1,0.9047619047619048,0.8048780487804879
clicky,13,5,1,6,5,0.4444444444444444,0.2413793103448276
expands,65,37,30,13,7,0.8055555555555556,0.6721311475409836
betterave,8,12,3,3,1,0.7777777777777778,0.6666666666666666
clicks,29,27,18,18,37,-0.12121212121212122,0.009009009009009009
mcglohon,4,13,4,0,0,1.0,1.0
klar,19,33,21,16,9,0.35714285714285715,0.35064935064935066
thurough,10,2,2,1,1,0.8181818181818182,0.7142857142857143
skippy,12,19,8,5,7,0.2631578947368421,0.4418604651162791
beautifuly,13,2,4,1,0,1.0,0.875
morningearly,10,12,8,2,2,0.6666666666666666,0.6923076923076923
orderbut,9,18,8,12,8,0.058823529411764705,0.14893617021276595
himthe,7,4,7,3,5,0.16666666666666666,0.15789473684210525
tepan,21,16,9,9,7,0.5,0.39622641509433965
switchblade,16,3,0,1,2,0.7777777777777778,0.7272727272727273
ordinaires,8,18,21,8,4,0.3333333333333333,0.3684210526315789
murderer,5,4,5,8,2,0.42857142857142855,-0.05263157894736842
murdered,48,43,24,27,40,0.09090909090909091,0.1518987341772152
barbarian,9,5,7,2,7,0.125,0.21739130434782608
chillspot,19,10,6,1,0,1.0,0.9333333333333333
expanse,30,45,20,10,11,0.4634146341463415,0.5625
architect,103,61,45,28,24,0.6220472440944882,0.5185185185185185
unhurried,40,28,7,2,5,0.7777777777777778,0.8133333333333334
klub,5,8,4,3,5,0.0,0.23809523809523808
partridge,20,16,11,2,20,0.0,0.2413793103448276
tepid,18,51,76,118,99,-0.6923076923076923,-0.5174825174825175
betterand,25,13,17,24,8,0.5151515151515151,0.08571428571428572
footlongs,17,25,16,23,5,0.5454545454545454,0.2
measurement,52,36,19,23,43,0.09473684210526316,0.14285714285714285
teste,7,5,2,2,0,1.0,0.7142857142857143
betterbut,15,23,24,19,9,0.25,0.15151515151515152
remodeled,964,1109,626,366,388,0.4260355029585799,0.4665723381676689
testa,15,3,1,0,2,0.7647058823529411,0.8
sitstand,7,10,3,1,2,0.5555555555555556,0.7
tests,827,271,152,183,855,-0.016646848989298454,0.028089887640449437
testy,33,18,18,8,13,0.43478260869565216,0.4166666666666667
brewski,19,30,6,3,0,1.0,0.8846153846153846
progressive,279,151,51,32,123,0.3880597014925373,0.4700854700854701
unattended,76,105,79,105,195,-0.43911439114391143,-0.24740124740124741
progression,111,56,17,13,9,0.85,0.7671957671957672
progressing,65,36,21,7,14,0.6455696202531646,0.6557377049180327
skills,2763,1000,648,769,2014,0.15679296629683903,0.14970974641002138
differently,677,647,432,273,330,0.3445878848063555,0.37415672029060715
skillz,30,19,5,2,1,0.9354838709677419,0.8846153846153846
mindbody,16,5,1,0,0,1.0,1.0
weihenstephaner,4,11,2,3,1,0.6,0.5789473684210527
tesco,44,145,62,45,25,0.2753623188405797,0.4594594594594595
denoting,7,12,6,1,2,0.5555555555555556,0.7272727272727273
tessa,45,13,1,2,7,0.7307692307692307,0.7313432835820896
cowlick,24,4,3,2,10,0.4117647058823529,0.4
tesla,73,15,5,13,8,0.8024691358024691,0.6146788990825688
freshwater,86,62,16,17,13,0.7373737373737373,0.6629213483146067
turkish,659,451,203,69,62,0.8280166435506241,0.7888799355358582
ellipticals,56,115,50,24,9,0.7230769230769231,0.6764705882352942
thailicious,13,14,10,3,2,0.7333333333333333,0.6875
embellished,41,16,9,10,13,0.5185185185185185,0.425
nothings,68,71,42,35,27,0.43157894736842106,0.38308457711442784
nothingi,1,2,2,8,12,-0.8461538461538461,-0.7391304347826086
soundproofing,15,23,23,19,16,-0.03225806451612903,0.0410958904109589
mistreating,3,1,0,4,18,-0.7142857142857143,-0.6923076923076923
cheesetomato,3,5,2,6,0,1.0,0.14285714285714285
terra,131,118,53,32,19,0.7466666666666667,0.66
terre,139,113,34,16,14,0.8169934640522876,0.7872340425531915
terri,271,100,32,4,42,0.731629392971246,0.7793764988009593
soymilk,40,44,14,15,12,0.5384615384615384,0.5135135135135135
observe,247,182,120,76,137,0.2864583333333333,0.3364485981308411
terse,11,25,21,19,44,-0.6,-0.2727272727272727
tiredness,11,8,4,3,4,0.4666666666666667,0.46153846153846156
bigbut,6,6,4,0,0,1.0,1.0
screams,355,344,188,164,164,0.36801541425818884,0.3612463485881207
terry,798,200,81,38,152,0.68,0.6801346801346801
interacted,540,329,124,107,120,0.6363636363636364,0.5857664233576643
dcouvre,9,10,4,0,1,0.8,0.9
pepperonis,66,64,34,26,22,0.5,0.4606741573033708
knew,20506,11173,5154,4745,7976,0.4399269714205463,0.426981981981982
knee,752,239,109,103,306,0.4215500945179584,0.4157142857142857
kinkades,20,2,0,0,1,0.9047619047619048,0.9130434782608695
succotash,85,93,40,19,4,0.9101123595505618,0.7711442786069652
bigbox,42,33,19,6,7,0.7142857142857143,0.7045454545454546
knit,146,99,35,21,21,0.7485029940119761,0.7073170731707317
ripping,211,108,80,119,418,-0.32909379968203495,-0.2546728971962617
teres,79,17,5,15,11,0.7555555555555555,0.5737704918032787
skimps,14,8,3,17,6,0.4,-0.022222222222222223
dealand,5,3,6,1,5,0.0,0.14285714285714285
knob,90,75,43,66,93,-0.01639344262295082,0.018518518518518517
orderand,18,16,14,20,25,-0.16279069767441862,-0.13924050632911392
teenager,291,198,145,136,196,0.19507186858316222,0.19123020706455543
knne,2,2,3,3,9,-0.6363636363636364,-0.5
teenaged,21,24,14,22,21,0.0,0.022727272727272728
buttermilk,894,828,337,161,58,0.8781512605042017,0.7743431221020093
knpr,14,6,4,1,6,0.4,0.48148148148148145
m249,23,7,2,1,0,1.0,0.9354838709677419
know,93009,67178,39460,34400,53618,0.26864765697995596,0.2907636832457042
knot,348,248,83,73,63,0.6934306569343066,0.6284153005464481
knox,45,19,8,3,16,0.47540983606557374,0.5421686746987951
luniversit,6,26,11,4,0,1.0,0.7777777777777778
swirling,52,62,30,19,14,0.5757575757575758,0.5510204081632653
caterpillars,11,10,0,3,5,0.375,0.4482758620689655
skimpy,341,710,696,576,380,-0.05409153952843273,0.04733432984554061
securing,84,51,14,16,34,0.423728813559322,0.4594594594594595
terms,2610,2901,1918,1012,898,0.4880273660205245,0.4852445762026681
footloose,9,6,4,2,2,0.6363636363636364,0.5789473684210527
carbloaded,5,7,4,2,0,1.0,0.7142857142857143
superiors,8,5,0,1,25,-0.5151515151515151,-0.3333333333333333
security,3220,3704,2717,2369,6785,-0.3563218390804598,-0.138698843139694
terme,20,20,10,1,3,0.7391304347826086,0.8181818181818182
platter,4891,5082,2363,1317,929,0.6807560137457045,0.6323758081676079
flapper,27,14,7,3,6,0.6363636363636364,0.64
licious,18,16,9,4,1,0.8947368421052632,0.7435897435897436
deceitful,5,7,9,18,123,-0.921875,-0.8431372549019608
koby,45,2,0,2,5,0.8,0.7407407407407407
kobe,3119,2743,1391,702,297,0.8261124121779859,0.7087888062964582
kobi,33,13,9,2,3,0.8333333333333334,0.803921568627451
frolicking,32,26,11,7,2,0.8823529411764706,0.7313432835820896
kody,16,8,0,0,0,1.0,1.0
koda,26,0,1,0,0,1.0,1.0
kode,19,1,0,0,2,0.8095238095238095,0.8181818181818182
koch,49,25,13,11,4,0.8490566037735849,0.6629213483146067
hyvee,48,62,33,24,16,0.5,0.4666666666666667
chewiness,152,170,48,26,9,0.8881987577639752,0.803921568627451
unconventional,98,81,40,12,9,0.8317757009345794,0.79
strongly,2317,983,377,331,848,0.4641390205371248,0.4735432016075017
befinden,8,9,10,0,1,0.7777777777777778,0.8888888888888888
befindet,40,51,17,3,3,0.8604651162790697,0.8762886597938144
kohl,50,67,18,3,7,0.7543859649122807,0.84251968503937
kogi,30,25,18,13,5,0.7142857142857143,0.5068493150684932
ramons,18,1,2,0,1,0.8947368421052632,0.9
koji,16,15,9,2,3,0.6842105263157895,0.7222222222222222
ramona,33,12,2,3,3,0.8333333333333334,0.7647058823529411
ramone,23,6,0,1,3,0.7692307692307693,0.7575757575757576
koma,108,50,18,18,7,0.8782608695652174,0.726775956284153
kome,13,22,7,2,0,1.0,0.8918918918918919
kola,25,33,12,6,1,0.9230769230769231,0.7846153846153846
darting,14,19,9,9,11,0.12,0.24528301886792453
jaccuzzi,6,5,5,1,7,-0.07692307692307693,0.15789473684210525
koko,80,28,25,5,4,0.9047619047619048,0.8461538461538461
kono,3,26,2,2,0,1.0,0.8709677419354839
kona,495,457,260,128,89,0.6952054794520548,0.6287425149700598
kong,672,753,307,126,117,0.7034220532319392,0.7086330935251799
pooling,16,18,18,19,16,0.0,-0.014492753623188406
komp,12,5,0,3,1,0.8461538461538461,0.6190476190476191
powell,24,9,4,5,9,0.45454545454545453,0.40425531914893614
dinercafe,4,9,5,1,1,0.6,0.7333333333333333
glimmering,7,8,1,6,2,0.5555555555555556,0.30434782608695654
gnocchis,34,35,18,4,1,0.9428571428571428,0.8648648648648649
kopf,2,3,4,3,7,-0.5555555555555556,-0.3333333333333333
kopi,33,28,21,8,5,0.7368421052631579,0.6486486486486487
koon,5,3,2,0,7,-0.16666666666666666,0.06666666666666667
kook,12,7,5,4,3,0.6,0.46153846153846156
kool,234,156,64,38,30,0.7727272727272727,0.7030567685589519
korn,16,13,4,2,4,0.6,0.6571428571428571
koro,28,23,1,2,4,0.75,0.7894736842105263
kors,128,140,54,21,40,0.5238095238095238,0.6291793313069909
kory,30,3,1,0,3,0.8181818181818182,0.8333333333333334
kore,9,3,0,2,2,0.6363636363636364,0.5
kori,19,11,0,1,0,1.0,0.9354838709677419
retenir,7,21,1,1,0,1.0,0.9310344827586207
ronnies,37,24,5,7,10,0.574468085106383,0.5641025641025641
stronger,808,606,339,118,130,0.7228144989339019,0.7015643802647413
koto,4,3,5,3,3,0.14285714285714285,0.07692307692307693
kost,4,9,3,1,0,1.0,0.8571428571428571
travailler,49,84,38,4,6,0.7818181818181819,0.8601398601398601
bischen,14,6,9,1,0,1.0,0.9047619047619048
ferais,9,6,15,1,2,0.6363636363636364,0.6666666666666666
ferait,3,3,8,2,2,0.2,0.2
kous,20,9,4,0,2,0.8181818181818182,0.8709677419354839
dishware,45,40,22,11,12,0.5789473684210527,0.5740740740740741
caulked,11,3,4,4,6,0.29411764705882354,0.16666666666666666
saladwe,5,6,1,2,5,0.0,0.2222222222222222
ramped,18,20,9,6,5,0.5652173913043478,0.5510204081632653
rinaldis,14,4,7,4,7,0.3333333333333333,0.2413793103448276
saladno,2,3,3,10,4,-0.3333333333333333,-0.47368421052631576
ahhhhhhhh,16,4,3,4,1,0.8823529411764706,0.6
teuer,27,51,34,31,21,0.125,0.2
halfmoon,7,13,6,2,1,0.75,0.7391304347826086
cassette,52,58,10,5,11,0.6507936507936508,0.746031746031746
saladso,10,13,7,1,2,0.6666666666666666,0.7692307692307693
lunchmate,1,8,5,3,2,-0.3333333333333333,0.2857142857142857
giardiniera,75,70,36,9,11,0.7441860465116279,0.7575757575757576
brizza,50,44,12,0,0,1.0,1.0
illfated,8,13,6,1,1,0.7777777777777778,0.8260869565217391
odwalla,4,8,6,3,2,0.3333333333333333,0.4117647058823529
kpop,110,105,45,15,6,0.896551724137931,0.8220338983050848
jewelries,14,7,0,0,1,0.8666666666666667,0.9090909090909091
hambuger,11,5,3,1,2,0.6923076923076923,0.6842105263157895
dexceptionnel,3,8,24,6,3,0.0,0.1
saladit,16,23,11,12,5,0.5238095238095238,0.39285714285714285
molding,82,41,18,27,68,0.09333333333333334,0.12844036697247707
slimmer,46,25,12,5,8,0.7037037037037037,0.6904761904761905
slimmed,13,7,8,1,2,0.7333333333333333,0.7391304347826086
humanitarian,17,11,2,1,4,0.6190476190476191,0.696969696969697
problemthey,6,5,3,3,7,-0.07692307692307693,0.047619047619047616
tetto,6,14,3,3,5,0.09090909090909091,0.42857142857142855
tetsu,12,6,0,0,2,0.7142857142857143,0.8
positano,10,6,1,0,2,0.6666666666666666,0.7777777777777778
nervewracking,32,10,8,6,3,0.8285714285714286,0.6470588235294118
powder,1156,1007,591,445,513,0.3852606351108448,0.3860942005767382
eintritt,12,8,5,4,1,0.8461538461538461,0.6
unwanted,161,115,61,78,197,-0.1005586592178771,0.0018148820326678765
salades,60,117,44,8,2,0.9354838709677419,0.893048128342246
texan,125,109,33,28,22,0.7006802721088435,0.647887323943662
texas,3016,2475,1237,820,696,0.625,0.5672898530041387
rippled,5,3,5,6,5,0.0,-0.15789473684210525
texaz,63,46,27,13,7,0.8,0.689922480620155
pavilions,64,56,14,5,6,0.8285714285714286,0.8320610687022901
ripples,18,14,6,5,7,0.44,0.45454545454545453
orderded,5,4,1,5,3,0.25,0.058823529411764705
reassemble,21,6,4,0,16,0.13513513513513514,0.2558139534883721
bigham,12,15,10,0,1,0.8461538461538461,0.9285714285714286
2yearold,24,14,4,5,3,0.7777777777777778,0.6521739130434783
rammed,29,56,36,16,16,0.28888888888888886,0.452991452991453
sitstay,19,8,0,0,0,1.0,1.0
bottleneck,5,36,31,29,21,-0.6153846153846154,-0.0989010989010989
tyvola,22,26,15,5,5,0.6296296296296297,0.6551724137931034
pricedbut,4,6,2,4,0,1.0,0.42857142857142855
rguliers,4,7,2,4,0,1.0,0.4666666666666667
cathedral,203,131,41,6,10,0.9061032863849765,0.9085714285714286
cliffs,84,37,25,15,18,0.6470588235294118,0.5714285714285714
wahrscheinlich,6,10,13,4,2,0.5,0.45454545454545453
contingent,25,30,16,12,18,0.16279069767441862,0.29411764705882354
ceviche,2177,2052,932,470,267,0.7815057283142389,0.7031816351188079
onetopping,14,18,9,4,11,0.12,0.3617021276595745
mexifood,5,6,5,4,1,0.6666666666666666,0.375
longueuil,6,11,8,1,3,0.3333333333333333,0.6190476190476191
reorganizing,4,3,10,5,7,-0.2727272727272727,-0.2631578947368421
tarnish,21,11,16,8,21,0.0,0.04918032786885246
stracci,12,4,6,0,0,1.0,1.0
ahituna,12,12,2,5,1,0.8461538461538461,0.6
cleanliness,1849,1520,1139,971,913,0.3388848660391021,0.2826956025128498
vneck,14,15,16,9,3,0.6470588235294118,0.4146341463414634
hotwirecom,18,20,10,7,16,0.058823529411764705,0.2459016393442623
mcfarland,28,18,9,5,5,0.696969696969697,0.6428571428571429
mcfarlane,6,7,3,8,3,0.3333333333333333,0.08333333333333333
krap,4,3,5,2,2,0.3333333333333333,0.2727272727272727
krav,40,6,0,2,5,0.7777777777777778,0.7358490566037735
krab,40,87,62,69,58,-0.1836734693877551,0.0
orderedi,2,8,5,8,5,-0.42857142857142855,-0.13043478260869565
unspoken,19,24,11,4,15,0.11764705882352941,0.3870967741935484
corsages,33,6,3,2,5,0.7368421052631579,0.6956521739130435
callebaut,9,4,2,1,0,1.0,0.8571428571428571
client,3314,730,436,556,1530,0.36829066886870354,0.31941272430668843
kris,280,39,19,11,38,0.7610062893081762,0.7336956521739131
krob,31,27,7,12,4,0.7714285714285715,0.5675675675675675
powers,209,141,76,45,51,0.6076923076923076,0.5695067264573991
searsucker,55,40,25,17,8,0.746031746031746,0.5833333333333334
skirts,204,249,123,63,64,0.5223880597014925,0.5620689655172414
welllocated,8,9,11,0,1,0.7777777777777778,0.8888888888888888
krua,15,16,5,1,4,0.5789473684210527,0.7222222222222222
krug,20,5,10,8,1,0.9047619047619048,0.47058823529411764
caregivers,65,7,2,3,12,0.6883116883116883,0.6551724137931034
extreme,1123,723,484,372,789,0.17468619246861924,0.2278017958097772
northstar,22,3,0,1,0,1.0,0.9230769230769231
feathered,29,23,17,8,5,0.7058823529411765,0.6
poolhot,15,19,8,4,2,0.7647058823529411,0.7
toooooooo,4,5,6,3,5,-0.1111111111111111,0.058823529411764705
orderers,7,6,5,4,0,1.0,0.5294117647058824
krys,30,0,0,0,0,1.0,1.0
cinched,7,9,1,1,5,0.16666666666666666,0.45454545454545453
bigger,5505,6783,3412,1712,1521,0.5670367207514945,0.5834031312415437
laguna,46,30,9,7,4,0.84,0.7471264367816092
synching,10,7,6,5,5,0.3333333333333333,0.25925925925925924
securely,57,22,15,11,23,0.425,0.39823008849557523
luxurious,1463,958,382,170,122,0.8460567823343849,0.7847401400663472
orientation,136,74,34,42,57,0.40932642487046633,0.3592233009708738
biggie,375,581,401,273,318,0.08225108225108226,0.2359405300581771
brioni,21,30,4,12,12,0.2727272727272727,0.36
infinite,131,62,27,24,25,0.6794871794871795,0.5950413223140496
wasjust,9,7,9,8,7,0.125,0.03225806451612903
infiniti,159,15,4,13,50,0.5215311004784688,0.46835443037974683
infinity,209,60,26,17,40,0.678714859437751,0.6503067484662577
pinapple,53,41,21,13,6,0.7966101694915254,0.6637168141592921
burittos,9,4,0,1,2,0.6363636363636364,0.625
activites,10,10,1,1,5,0.3333333333333333,0.5384615384615384
versatile,210,135,40,6,0,1.0,0.9658119658119658
wellas,6,4,0,3,4,0.2,0.17647058823529413
wellat,4,7,3,5,1,0.6,0.29411764705882354
doubledown,14,9,6,4,3,0.6470588235294118,0.5333333333333333
straits,5,7,4,3,2,0.42857142857142855,0.4117647058823529
empanizado,9,4,2,1,0,1.0,0.8571428571428571
himmel,4,6,4,0,2,0.3333333333333333,0.6666666666666666
bettering,7,1,1,1,6,0.07692307692307693,0.06666666666666667
brioch,5,13,3,1,0,1.0,0.8947368421052632
franklins,28,7,4,5,0,1.0,0.75
appreciative,645,260,115,79,78,0.7842323651452282,0.704331450094162
wellll,5,8,1,2,6,-0.09090909090909091,0.23809523809523808
wellmy,19,9,6,7,4,0.6521739130434783,0.4358974358974359
strains,36,12,5,6,19,0.3090909090909091,0.3150684931506849
tuesthurs,15,9,4,1,0,1.0,0.92
ownersushi,11,3,1,1,0,1.0,0.8666666666666667
wellhe,14,9,5,2,3,0.6470588235294118,0.6428571428571429
wellim,12,7,7,4,6,0.3333333333333333,0.3103448275862069
wellit,52,26,30,19,21,0.4246575342465753,0.3220338983050847
wellif,12,9,4,5,3,0.6,0.4482758620689655
center,12426,11930,5737,3168,3957,0.5169382896905329,0.54734601823322
consultative,21,3,0,1,0,1.0,0.92
consultation,1141,177,71,94,444,0.43974763406940065,0.4202586206896552
centro,34,24,15,7,5,0.7435897435897436,0.6571428571428571
raincheck,7,7,2,6,19,-0.46153846153846156,-0.28205128205128205
centre,587,1055,567,180,76,0.770739064856712,0.7302423603793466
wellso,16,17,5,3,8,0.3333333333333333,0.5
delicacies,270,202,62,30,15,0.8947368421052632,0.8259187620889749
craveable,36,48,18,6,2,0.8947368421052632,0.8260869565217391
otaku,31,18,10,5,8,0.5897435897435898,0.5806451612903226
wellno,5,4,7,5,4,0.1111111111111111,0.0
honeymoon,579,262,135,95,177,0.5317460317460317,0.5112309074573226
accueilli,10,16,5,3,1,0.8181818181818182,0.7333333333333333
accueille,16,21,4,1,1,0.8823529411764706,0.8974358974358975
gonads,1,6,4,2,6,-0.7142857142857143,-0.06666666666666667
bringt,5,4,7,6,1,0.6666666666666666,0.125
brings,2704,2102,1076,925,1209,0.38205980066445183,0.385014409221902
upwards,227,241,167,113,140,0.23705722070844687,0.29819694868238555
wellwe,34,23,18,14,29,0.07936507936507936,0.14
appreciating,75,59,19,14,18,0.6129032258064516,0.6144578313253012
appreciation,914,423,163,130,168,0.6894639556377079,0.635474006116208
familyoperated,14,5,0,2,1,0.8666666666666667,0.7272727272727273
briney,20,17,13,2,2,0.8181818181818182,0.8048780487804879
brined,85,68,28,22,6,0.8681318681318682,0.6906077348066298
coladas,47,65,21,19,9,0.6785714285714286,0.6
unprofessional,125,271,583,1308,6808,-0.9639405740660608,-0.9069548872180451
twitching,19,11,6,6,7,0.46153846153846156,0.3953488372093023
flavours,970,845,370,110,37,0.9265143992055611,0.8501529051987767
diversified,44,31,12,4,0,1.0,0.8987341772151899
dotting,20,21,9,4,4,0.6666666666666666,0.673469387755102
diary,69,38,15,7,6,0.84,0.7833333333333333
texts,410,103,54,64,234,0.2732919254658385,0.2651048088779285
robata,216,146,49,23,6,0.9459459459459459,0.8516624040920716
diane,540,333,70,43,70,0.7704918032786885,0.77079107505071
karaikudi,2,5,2,7,8,-0.6,-0.36363636363636365
saucing,11,12,11,7,4,0.4666666666666667,0.35294117647058826
diana,424,105,21,13,48,0.7966101694915254,0.7932203389830509
dials,9,8,4,4,12,-0.14285714285714285,0.030303030303030304
tastythey,6,10,2,0,0,1.0,1.0
steppers,5,13,6,4,2,0.42857142857142855,0.5
lassiette,60,89,58,28,14,0.6216216216216216,0.5602094240837696
kuba,19,6,0,1,0,1.0,0.9230769230769231
bragged,54,26,27,46,67,-0.10743801652892562,-0.17098445595854922
protectant,22,10,3,6,17,0.1282051282051282,0.16363636363636364
kampachi,60,41,6,9,3,0.9047619047619048,0.7876106194690266
kudo,15,9,2,1,0,1.0,0.92
dotties,18,24,4,9,2,0.8,0.5849056603773585
censor,8,8,3,6,14,-0.2727272727272727,-0.1111111111111111
davoir,83,130,67,32,19,0.6274509803921569,0.6136363636363636
crosseyed,4,8,4,2,0,1.0,0.7142857142857143
davola,12,10,3,1,0,1.0,0.9130434782608695
kuge,10,31,14,0,0,1.0,1.0
mayonaisey,3,4,6,3,0,1.0,0.4
dealing,2012,845,507,667,2016,-9.930486593843098E-4,0.03140794223826715
kuma,71,60,55,12,6,0.8441558441558441,0.7583892617449665
didit,8,6,6,4,4,0.3333333333333333,0.2727272727272727
saucier,12,23,18,3,1,0.8461538461538461,0.7948717948717948
kung,1203,1175,564,401,328,0.5715218811234487,0.5307370453813969
dancefloor,250,369,249,139,84,0.49700598802395207,0.47030878859857483
kumi,33,20,1,14,8,0.6097560975609756,0.41333333333333333
plating,374,371,190,153,93,0.6017130620985011,0.5035317860746721
diddy,28,30,13,8,10,0.47368421052631576,0.5263157894736842
kupd,7,7,3,1,4,0.2727272727272727,0.47368421052631576
kurz,45,49,36,22,10,0.6363636363636364,0.49206349206349204
kush,23,16,3,5,5,0.6428571428571429,0.5918367346938775
kuro,39,24,10,4,0,1.0,0.8805970149253731
calimex,5,4,4,2,1,0.6666666666666666,0.5
kurt,140,55,15,7,38,0.5730337078651685,0.625
olympico,8,4,5,0,0,1.0,1.0
olympics,75,77,41,26,16,0.6483516483516484,0.5670103092783505
munchkin,33,37,15,9,2,0.8857142857142857,0.7283950617283951
olympian,9,13,5,1,7,0.125,0.4666666666666667
enhancements,35,20,4,8,7,0.6666666666666666,0.5714285714285714
jacuzzis,110,141,48,21,9,0.8487394957983193,0.7864768683274022
brodards,9,24,6,0,0,1.0,1.0
rochelle,83,11,4,5,14,0.711340206185567,0.6637168141592921
reincarnated,14,13,8,2,5,0.47368421052631576,0.5882352941176471
luxuriate,5,10,3,2,0,1.0,0.7647058823529411
kvas,6,10,0,1,0,1.0,0.8823529411764706
didnt,76340,87183,66931,57758,78897,-0.016471588603232477,0.08950689257707094
overhaul,99,102,98,164,152,-0.21115537848605578,-0.22243713733075435
parallel,199,195,83,39,44,0.6378600823045267,0.6519916142557652
dicey,63,84,49,19,12,0.68,0.651685393258427
dices,5,7,7,1,5,0.0,0.3333333333333333
overhard,1,9,9,8,8,-0.7777777777777778,-0.23076923076923078
diced,626,817,415,330,202,0.5120772946859904,0.46126582278481015
ordering,11678,13175,7555,5954,6221,0.30487736745069555,0.34238954304850383
musselburgh,10,11,6,0,1,0.8181818181818182,0.9090909090909091
overhang,22,36,17,13,19,0.07317073170731707,0.28888888888888886
avatar,30,36,18,15,9,0.5384615384615384,0.4666666666666667
relentless,50,31,41,16,40,0.1111111111111111,0.18248175182481752
vermont,175,88,40,15,29,0.7156862745098039,0.7133550488599348
wowsers,19,13,5,3,2,0.8095238095238095,0.7297297297297297
halfmile,12,12,4,9,3,0.6,0.3333333333333333
scurrying,19,22,31,29,38,-0.3333333333333333,-0.24074074074074073
kway,26,40,9,4,2,0.8571428571428571,0.8333333333333334
kwan,15,10,1,1,2,0.7647058823529411,0.7857142857142857
bluntly,30,12,25,49,81,-0.4594594594594595,-0.5116279069767442
extract,117,84,65,49,68,0.2648648648648649,0.2641509433962264
manuver,2,8,7,0,2,0.0,0.6666666666666666
poutines,152,185,93,36,19,0.7777777777777778,0.7193877551020408
mayonaisse,4,8,7,5,4,0.0,0.14285714285714285
